trim,condition,isOneOwner,mileage,year,color,dispacement,fuel,region,soundSystem,wheelType,wheelSize,featureCount
550,CPO,f,45020,2010,Black,5.5,Gasoline,ESC,Harman Kardon,Premium,unsp,61
550,Used,f,70000,2007,Black,5.5,Gasoline,SoA,unsp,Alloy,unsp,44
550,Used,t,90701,2007,Silver,5.5,Gasoline,SoA,Premium,unsp,unsp,32
550,New,f,25,2014,Black,4.6,Gasoline,New,unsp,unsp,unsp,7
550,New,f,16,2015,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,60
550,New,f,26,2013,Black,4.6,Gasoline,WSC,Harman Kardon,Alloy,unsp,65
500,Used,f,104783,2004,Silver,5,Gasoline,SoA,unsp,Alloy,unsp,67
65,Used,f,60963,2006,Black,6,Gasoline,Pac,unsp,Premium,unsp,17
550,CPO,f,25495,2010,Black,5.5,Gasoline,ENC,unsp,unsp,unsp,26
550,CPO,t,19667,2013,White,4.6,Gasoline,ENC,unsp,Alloy,unsp,6
550,New,f,10,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,58
550,Used,f,42352,2010,Black,5.5,Gasoline,New,unsp,unsp,unsp,15
550,New,f,7,2014,Silver,4.6,Gasoline,New,unsp,Alloy,18,83
550,CPO,t,39101,2011,Silver,5.5,Gasoline,SoA,unsp,unsp,unsp,54
550,New,f,10,2015,Black,4.6,Gasoline,SoA,Premium,unsp,unsp,77
550,New,f,6,2015,Blue,4.6,Gasoline,Pac,unsp,unsp,unsp,0
550,New,f,9,2015,Black,4.6,Gasoline,New,unsp,Alloy,18,106
550,Used,f,37748,2012,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,60
550,CPO,t,19552,2013,Black,4.6,Gasoline,Mtn,unsp,unsp,unsp,3
550,New,f,9,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,71
550,Used,f,42241,2010,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,18,83
550,Used,f,29716,2013,Black,4.6,Gasoline,SoA,Harman Kardon,Alloy,unsp,64
500,Used,f,128960,2006,Black,5,Gasoline,Mid,unsp,unsp,unsp,53
550,CPO,t,40326,2012,White,4.6,Gasoline,Pac,Harman Kardon,Alloy,unsp,73
550,New,f,9,2015,White,4.6,Gasoline,Mid,Premium,unsp,unsp,78
550,New,f,12,2015,Blue,4.6,Gasoline,New,unsp,Alloy,18,106
550,New,f,15,2015,Blue,4.6,Gasoline,ENC,Premium,Alloy,19,77
430,Used,f,80610,2005,Gray,4.3,Gasoline,ESC,unsp,Alloy,unsp,42
550,Used,f,32920,2011,White,5.5,Gasoline,WSC,unsp,Alloy,unsp,58
550,Used,f,89191,2008,Black,5.5,Gasoline,Mid,Harman Kardon,Alloy,unsp,57
550,Used,f,47476,2013,Silver,4.6,Gasoline,SoA,Harman Kardon,unsp,unsp,93
550,Used,f,70175,2009,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,32
430,Used,f,132530,2003,Silver,4.3,Gasoline,SoA,Premium,Alloy,unsp,54
550,New,f,10,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,1
550,New,f,25,2015,Silver,4.6,Gasoline,Pac,Premium,Alloy,unsp,68
63,New,f,6,2015,Silver,unsp,unsp,Pac,unsp,unsp,unsp,0
550,Used,f,61672,2010,White,5.5,Gasoline,Pac,unsp,unsp,unsp,86
550,Used,f,58997,2010,White,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,55
550,Used,t,25102,2010,Black,5.5,Gasoline,SoA,unsp,Alloy,unsp,64
550,New,f,6,2015,Black,4.6,Gasoline,Pac,unsp,unsp,19,5
420,Used,f,161207,1999,Silver,4.2,Gasoline,Mid,Premium,Alloy,unsp,41
550,New,f,16,2015,unsp,unsp,unsp,Mid,unsp,unsp,unsp,0
550,CPO,f,28766,2013,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,43
550,Used,f,80553,2008,Black,5.5,Gasoline,ENC,Premium,Alloy,unsp,68
550,Used,f,19640,2007,Blue,5.5,Gasoline,Pac,Harman Kardon,Steel,unsp,81
500,Used,f,164000,1995,White,5,Gasoline,Pac,unsp,Alloy,unsp,15
63,New,f,7,2015,Black,5.5,Gasoline,Mid,unsp,unsp,20,5
550,New,f,8,2015,White,4.6,Gasoline,Pac,unsp,unsp,18,83
550,Used,t,11008,2013,Silver,4.6,Gasoline,WSC,Harman Kardon,Alloy,unsp,91
550,Used,f,96374,2007,unsp,5.5,Gasoline,Mid,unsp,unsp,unsp,6
500,Used,f,76703,2002,Black,5,Gasoline,New,Bose,Alloy,16,47
550,New,f,11,2014,Black,4.6,Gasoline,WSC,unsp,unsp,unsp,0
550,Used,t,34348,2010,Silver,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,74
550,New,f,12,2015,Gray,4.6,Gasoline,Mid,Premium,Alloy,unsp,56
550,Used,f,104282,2007,Silver,5.5,Gasoline,SoA,unsp,Alloy,unsp,51
430,Used,f,108191,2002,Silver,4.3,Gasoline,Pac,Bose,Alloy,unsp,13
550,Used,f,25192,2012,Black,4.6,Gasoline,Pac,unsp,Alloy,unsp,22
550,New,f,6,2015,Green,4.6,Gasoline,Pac,unsp,unsp,18,83
550,CPO,t,29632,2012,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,73
550,New,f,9,2015,Gray,4.6,Gasoline,Pac,Premium,Alloy,unsp,66
550,New,f,55,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,19,71
550,New,f,5,2015,unsp,4.6,Gasoline,Mid,unsp,unsp,unsp,1
550,Used,f,27711,2012,Black,4.6,Gasoline,SoA,unsp,Alloy,unsp,42
550,Used,f,29129,2011,Gray,5.5,Gasoline,Mid,unsp,Alloy,unsp,50
550,New,f,5,2014,White,4.6,Gasoline,WSC,unsp,unsp,unsp,2
550,New,f,10,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,59
550,Used,t,30629,2010,Gray,5.5,Gasoline,WNC,unsp,Alloy,unsp,28
550,New,f,6,2015,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,30
550,Used,f,69966,2007,Gray,5.5,Gasoline,ESC,unsp,unsp,unsp,32
400,Used,f,35452,2010,White,3.5,Hybrid,ENC,unsp,unsp,unsp,20
550,New,f,6,2014,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,25
550,Used,f,119441,2007,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,59
550,CPO,f,25653,2013,Black,4.6,Gasoline,New,Premium,Alloy,unsp,69
550,New,f,11,2015,White,4.6,Gasoline,Pac,unsp,unsp,unsp,74
550,Used,f,14973,2013,Black,4.6,Gasoline,SoA,Harman Kardon,Alloy,unsp,77
550,Used,t,36900,2011,Black,5.5,Gasoline,SoA,Harman Kardon,Premium,unsp,54
400,Used,f,58427,2010,Black,3.5,Hybrid,SoA,unsp,unsp,unsp,54
550,CPO,f,21063,2013,Silver,4.6,Gasoline,Mid,unsp,Alloy,unsp,57
550,Used,f,61988,2010,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,4
550,New,f,7,2013,Black,4.6,Gasoline,Pac,Premium,Alloy,unsp,67
550,New,f,34,2015,unsp,4.7,Gasoline,Pac,unsp,unsp,unsp,13
550,Used,t,69341,2009,White,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,21
550,New,f,10,2015,Black,4.6,Gasoline,Pac,unsp,unsp,18,91
550,New,f,8,2015,Black,4.6,Gasoline,WNC,Premium,Alloy,unsp,57
550,New,f,6,2015,White,4.6,Gasoline,Mid,unsp,unsp,unsp,1
550,Used,f,46271,2007,unsp,5.5,Gasoline,ENC,unsp,unsp,unsp,10
550,New,f,20,2015,unsp,unsp,unsp,WSC,unsp,unsp,unsp,0
550,New,f,8,2014,Gray,4.6,Gasoline,Pac,unsp,unsp,unsp,1
550,Used,f,49538,2011,Silver,5.5,Gasoline,SoA,Premium,Alloy,unsp,59
600,Used,f,29000,2007,unsp,5.5,Gasoline,New,unsp,unsp,unsp,33
550,New,f,26,2013,Black,4.6,Gasoline,Mtn,unsp,unsp,unsp,62
550,New,f,10,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,60
550,New,f,45,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,20,68
65,Used,f,45050,2008,unsp,6,Gasoline,WSC,Harman Kardon,unsp,unsp,57
550,Used,t,54965,2010,Black,5.5,Gasoline,Mid,unsp,unsp,unsp,70
550,Used,f,30584,2011,White,5.5,Gasoline,SoA,unsp,unsp,unsp,83
550,CPO,f,16423,2013,Gray,4.6,Gasoline,Pac,Harman Kardon,unsp,unsp,6
350,Used,f,75190,2006,White,3.7,Gasoline,WSC,Bose,Alloy,unsp,37
550,Used,t,31990,2012,Silver,4.6,Gasoline,ENC,Harman Kardon,Alloy,unsp,92
500,Used,f,130000,1995,Black,5,Gasoline,Mid,Premium,Alloy,unsp,59
550,Used,f,73366,2007,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,4
550,Used,t,21701,2013,Black,4.6,Gasoline,WSC,Premium,Alloy,20,74
550,CPO,t,36780,2011,Gray,5.5,Gasoline,Mid,Harman Kardon,Alloy,unsp,48
550,New,f,10,2015,Black,4.6,Gasoline,Mid,Premium,unsp,unsp,74
550,Used,t,18939,2013,White,4.6,Gasoline,Pac,unsp,unsp,unsp,4
550,New,f,1,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,18,70
430,Used,f,125368,2000,Black,4.3,Gasoline,SoA,unsp,Alloy,unsp,54
550,Used,f,75837,2007,White,5.5,Gasoline,Mid,Premium,unsp,unsp,49
63,New,f,11,2015,Black,5.5,Gasoline,Mid,Premium,Alloy,20,79
550,CPO,t,33656,2013,Black,4.6,Gasoline,New,unsp,unsp,unsp,10
550,New,f,11,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,79
430,Used,f,144914,2000,Silver,4.3,Gasoline,SoA,unsp,unsp,unsp,6
63,New,f,11,2015,White,5.5,Gasoline,Pac,unsp,unsp,unsp,0
550,New,f,14,2014,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,1
600,Used,t,18887,2010,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,8
550,Used,f,61989,2009,Black,5.5,Gasoline,ESC,Premium,Alloy,unsp,66
550,New,f,15,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,0
550,Used,f,76782,2007,Blue,5.5,Gasoline,Mid,Harman Kardon,unsp,unsp,16
550,Used,f,85592,2009,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,18,48
500,Used,f,77370,2002,White,5,Gasoline,Mtn,unsp,Alloy,unsp,48
550,Used,f,67338,2008,Gray,5.5,Gasoline,Pac,unsp,unsp,unsp,5
550,CPO,t,26295,2012,Black,4.6,Gasoline,WNC,Harman Kardon,Alloy,unsp,65
550,New,f,5,2015,White,4.6,Gasoline,SoA,unsp,unsp,unsp,12
550,Used,f,11693,2011,White,5.5,Gasoline,SoA,Premium,unsp,unsp,36
550,Used,f,62073,2008,Gray,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,68
550,Used,f,67180,2008,Gray,5.5,Gasoline,New,Premium,Alloy,unsp,78
55,Used,f,85433,2003,Silver,5.4,Gasoline,Mid,Premium,Alloy,unsp,54
600,Used,f,102055,2007,White,5.5,Gasoline,Mid,unsp,Alloy,unsp,56
550,New,f,6,2015,Blue,4.6,Gasoline,Mid,unsp,unsp,unsp,30
550,New,f,11,2015,Silver,4.6,Gasoline,SoA,unsp,unsp,unsp,0
550,New,f,10,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,1
550,New,f,7,2014,White,4.6,Gasoline,New,unsp,Alloy,18,83
63,New,f,1,2015,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,69
550,New,f,11,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,67
430,Used,f,88773,2003,Silver,4.3,Gasoline,SoA,unsp,Alloy,unsp,71
550,New,f,193,2015,Black,4.6,Gasoline,WSC,unsp,unsp,unsp,1
550,Used,t,8746,2014,Silver,4.6,Gasoline,WSC,unsp,unsp,18,79
500,Used,f,165645,2002,White,5,Gasoline,SoA,unsp,unsp,unsp,0
550,New,f,21,2015,Green,4.6,Gasoline,Pac,unsp,unsp,18,91
550,New,f,10,2015,White,4.6,Gasoline,Mid,Premium,unsp,unsp,76
550,New,f,6,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,19,79
550,Used,t,57778,2007,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,38
500,Used,f,147198,2002,Black,5,Gasoline,Pac,unsp,Alloy,unsp,50
550,New,f,13,2015,Gray,4.6,unsp,SoA,unsp,unsp,unsp,36
550,New,f,8,2015,unsp,4.6,Gasoline,SoA,unsp,unsp,18,86
550,Used,f,58474,2007,White,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,14
550,New,f,13,2015,White,4.6,Gasoline,Mid,Premium,Alloy,19,78
63,Used,f,10931,2012,Gray,5.5,Gasoline,Pac,unsp,unsp,unsp,18
550,Used,f,63432,2007,Gray,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,59
400,Used,t,42353,2010,Gray,3.5,Hybrid,Pac,Premium,unsp,unsp,47
550,New,f,207,2014,Blue,4.6,Gasoline,Pac,unsp,unsp,unsp,15
550,Used,f,47969,2008,Silver,5.5,Gasoline,Pac,Harman Kardon,unsp,unsp,20
550,CPO,f,22306,2011,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,14
430,Used,f,78859,2005,unsp,4.3,Gasoline,ENC,unsp,unsp,unsp,50
550,Used,f,109820,2008,Beige,5.5,Gasoline,ESC,Bose,Alloy,unsp,53
550,CPO,f,15982,2013,Silver,4.6,Gasoline,Mid,Harman Kardon,Alloy,unsp,70
550,New,f,5,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,68
550,Used,f,3257,2014,Black,4.6,Gasoline,Mtn,unsp,unsp,unsp,39
550,Used,f,134500,2007,Silver,5.5,Gasoline,Pac,Harman Kardon,unsp,unsp,84
550,CPO,f,37498,2011,Silver,5.5,Gasoline,WSC,unsp,unsp,unsp,4
430,Used,t,81371,2005,Black,4.3,Gasoline,SoA,Premium,Alloy,unsp,62
550,Used,t,22912,2012,White,4.6,Gasoline,SoA,Premium,Alloy,19,69
350,CPO,f,2580,2013,Black,3,Diesel,ESC,unsp,unsp,unsp,38
430,Used,f,106823,2003,Silver,4.3,Gasoline,ESC,Premium,unsp,unsp,44
430,Used,t,95667,2003,Silver,4.3,Gasoline,SoA,Bose,Alloy,unsp,26
430,Used,f,106513,2005,Blue,4.3,Gasoline,WSC,unsp,Alloy,unsp,49
550,New,f,12,2015,Black,4.6,Gasoline,New,Premium,unsp,unsp,74
550,New,f,41,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,19,8
550,New,f,10,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,59
63,New,f,5,2014,White,5.5,Gasoline,Pac,unsp,unsp,unsp,57
550,Used,f,34708,2008,Gray,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,65
550,CPO,f,18490,2013,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,40
550,Used,f,132917,2007,Gray,5.5,Gasoline,SoA,Harman Kardon,Chrome,unsp,41
63,New,f,8,2015,Blue,5.5,Gasoline,Mid,unsp,unsp,unsp,2
550,New,f,14,2015,Silver,4.6,Gasoline,SoA,unsp,unsp,19,20
550,New,f,11,2014,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,0
550,Used,f,23507,2013,White,4.6,Gasoline,SoA,unsp,unsp,unsp,3
430,Used,f,105670,2004,Black,4.3,Gasoline,SoA,Premium,unsp,unsp,36
550,Used,f,39000,2012,Black,4.6,Gasoline,Mid,unsp,Alloy,unsp,55
320,Used,f,211646,1996,Blue,3.2,Gasoline,SoA,unsp,unsp,unsp,1
550,CPO,f,37333,2012,Black,4.6,Gasoline,SoA,unsp,Alloy,18,37
550,Used,f,37354,2010,Silver,5.5,Gasoline,Mtn,Harman Kardon,Premium,unsp,28
500,Used,f,144432,2001,Black,5,Gasoline,WSC,unsp,Alloy,unsp,20
550,New,f,47,2015,White,4.6,Gasoline,SoA,unsp,unsp,unsp,49
550,Used,f,50991,2008,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,87
550,New,f,10,2014,White,4.6,Gasoline,WNC,unsp,unsp,unsp,46
600,Used,f,77990,2002,Silver,5.8,Gasoline,ENC,unsp,unsp,unsp,12
550,New,f,37,2015,Blue,4.6,Gasoline,Pac,Premium,Alloy,unsp,66
550,New,f,1,2015,Silver,4.6,Gasoline,Mid,Premium,unsp,unsp,72
550,CPO,f,24066,2012,Black,4.6,Gasoline,ENC,unsp,unsp,unsp,54
550,New,f,9,2015,Black,4.6,Gasoline,New,unsp,unsp,unsp,0
550,Used,f,36619,2012,Silver,4.6,Gasoline,SoA,unsp,unsp,unsp,0
550,Used,f,39795,2007,White,5.5,Gasoline,Mtn,unsp,Alloy,unsp,43
550,Used,f,84534,2007,Black,5.5,Gasoline,ENC,Premium,Alloy,unsp,79
550,Used,f,119063,2007,White,5.5,Gasoline,Mtn,Harman Kardon,unsp,unsp,18
550,Used,f,44949,2009,Black,5.5,Gasoline,Pac,unsp,Alloy,unsp,54
600,New,f,10,2013,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,0
550,Used,f,72335,2007,Black,5.5,Gasoline,ENC,unsp,unsp,unsp,0
63,New,f,9,2015,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,76
430,Used,f,112570,2002,Silver,4.3,Gasoline,SoA,Premium,unsp,unsp,63
550,Used,f,31109,2013,White,4.6,Gasoline,Mtn,Premium,unsp,unsp,48
550,New,f,11,2014,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,17
550,Used,f,73893,2007,Black,5.5,Gasoline,Mtn,Premium,Alloy,unsp,49
550,Used,f,31344,2009,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,0
500,Used,f,115848,1995,Black,5,Gasoline,Mtn,Premium,unsp,unsp,20
550,Used,f,17483,2013,Black,4.6,Gasoline,ESC,Harman Kardon,unsp,unsp,52
320,Used,f,141721,1999,Silver,3.2,Gasoline,ENC,unsp,unsp,unsp,11
63,Used,f,49830,2008,White,6.3,Gasoline,SoA,unsp,unsp,unsp,4
550,Used,f,86127,2008,Black,5.5,Gasoline,SoA,unsp,Alloy,unsp,14
65,Used,f,50073,2006,Black,6,Gasoline,Mtn,unsp,unsp,unsp,0
550,Used,f,75350,2007,White,5.5,Gasoline,WSC,unsp,Alloy,unsp,31
550,New,f,17,2014,White,4.6,Gasoline,SoA,unsp,unsp,unsp,80
550,CPO,f,26730,2013,Blue,4.6,Gasoline,New,unsp,unsp,unsp,1
500,Used,f,91434,2006,Gray,5,Gasoline,ENC,Premium,Alloy,unsp,51
550,Used,t,37918,2008,Black,5.5,Gasoline,ENC,unsp,unsp,unsp,23
550,New,f,11,2015,Silver,4.6,Gasoline,Pac,Premium,unsp,20,89
550,CPO,f,27685,2013,Black,4.6,Gasoline,Mid,unsp,Alloy,unsp,2
550,New,f,35,2015,Black,4.7,Gasoline,Mtn,unsp,unsp,unsp,8
550,CPO,t,13209,2012,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,64
550,New,f,11,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,1
550,CPO,t,32905,2011,Black,5.5,Gasoline,ENC,unsp,unsp,unsp,3
550,Used,f,72467,2007,Gray,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,22
430,Used,f,152102,2000,Silver,4.3,Gasoline,ENC,Premium,Alloy,unsp,56
550,New,f,11,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,69
550,New,f,10,2015,Black,4.6,Gasoline,Mid,Premium,unsp,unsp,74
550,CPO,t,29804,2013,Gray,4.6,Gasoline,Pac,Harman Kardon,Alloy,unsp,77
550,Used,t,8804,2013,White,4.6,Gasoline,SoA,unsp,unsp,unsp,4
550,Used,f,148997,2007,Black,5.5,Gasoline,ESC,Premium,Alloy,unsp,34
550,New,f,11,2014,Black,4.6,Gasoline,WSC,unsp,unsp,unsp,3
400,Used,f,100544,2010,Gray,3.5,Hybrid,WSC,Harman Kardon,Alloy,unsp,77
600,New,f,10,2015,Black,6,Gasoline,SoA,Harman Kardon,Alloy,19,65
55,Used,f,77564,2003,Silver,5.4,Gasoline,SoA,Bose,Alloy,unsp,15
550,Used,f,108478,2008,Black,5.5,Gasoline,WSC,Premium,Alloy,unsp,61
350,Used,t,34700,2012,Black,3,Diesel,Pac,Premium,unsp,unsp,45
550,New,f,10,2014,Silver,4.6,Gasoline,New,unsp,unsp,unsp,47
550,New,f,12,2014,unsp,4.6,Gasoline,SoA,unsp,unsp,unsp,0
63,Used,f,1371,2014,White,5.5,Gasoline,Mid,unsp,Alloy,unsp,49
500,Used,f,37607,2006,Black,5,Gasoline,New,Bose,unsp,unsp,4
550,Used,t,25962,2012,Blue,4.6,Gasoline,ENC,Harman Kardon,Alloy,unsp,78
500,Used,f,140850,2001,Black,5,Gasoline,SoA,unsp,Alloy,unsp,24
500,Used,t,68952,2004,Gold,5,Gasoline,SoA,Premium,Alloy,unsp,57
550,CPO,t,15818,2013,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,81
400,Used,f,31130,2010,Silver,3.5,Hybrid,Pac,Premium,Alloy,unsp,61
63,Used,f,34394,2008,unsp,6.3,Gasoline,Mtn,Premium,Alloy,unsp,64
500,Used,f,52075,2006,Black,5,Gasoline,SoA,unsp,Alloy,unsp,64
550,New,f,11,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,66
500,Used,f,71456,2006,Silver,5,Gasoline,ESC,Premium,Alloy,unsp,40
550,CPO,t,36045,2012,Black,4.6,Gasoline,SoA,Harman Kardon,Alloy,unsp,86
500,Used,f,84389,2002,Gray,5,Gasoline,WSC,unsp,unsp,unsp,1
550,CPO,f,7583,2012,White,4.6,Gasoline,Mid,Harman Kardon,Alloy,unsp,77
550,Used,f,29350,2011,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,74
550,Used,f,62767,2009,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,43
550,Used,f,91938,2008,White,5.5,Gasoline,Mid,unsp,Alloy,unsp,40
430,Used,f,131133,2002,unsp,4.3,Gasoline,Pac,Bose,Alloy,16,37
550,Used,f,82860,2007,White,5.5,Gasoline,SoA,unsp,unsp,unsp,0
550,Used,f,103199,2008,Gray,5.5,Gasoline,Pac,unsp,unsp,unsp,0
550,New,f,21,2015,Silver,4.6,Gasoline,ENC,unsp,unsp,18,83
550,Used,f,89734,2007,Black,5.5,Gasoline,New,Harman Kardon,Alloy,unsp,65
550,New,f,18,2015,Black,4.7,Gasoline,WSC,unsp,unsp,unsp,2
550,New,f,10,2015,unsp,4.6,Gasoline,Mtn,Premium,unsp,unsp,74
550,New,f,8,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,56
63,Used,f,34672,2010,White,6.3,Gasoline,Mtn,Premium,unsp,unsp,23
63,New,f,5,2015,Black,5.5,Gasoline,WSC,unsp,unsp,20,80
420,Used,f,89000,1994,Black,4.2,Gasoline,Mid,Premium,Alloy,unsp,28
550,CPO,f,18753,2011,Silver,5.5,Gasoline,New,Bang Olufsen,unsp,unsp,59
500,Used,f,125831,2003,Black,5,Gasoline,SoA,Premium,Alloy,unsp,7
550,New,f,4,2015,Black,4.6,Gasoline,SoA,Premium,unsp,unsp,77
550,New,f,20,2015,Black,4.6,Gasoline,ENC,unsp,unsp,18,81
550,CPO,t,24590,2012,Red,4.6,Gasoline,Mid,Premium,Alloy,unsp,66
550,Used,f,21052,2013,Black,4.6,Gasoline,Mid,Harman Kardon,Alloy,unsp,74
430,Used,f,197193,2000,White,4.3,Gasoline,Pac,Bose,unsp,unsp,11
550,Used,f,23496,2007,White,5.5,Gasoline,WSC,Premium,Alloy,unsp,52
550,New,f,5,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,68
550,New,f,10,2015,Black,4.6,Gasoline,SoA,Premium,unsp,unsp,76
550,CPO,f,4467,2012,Silver,4.6,Gasoline,SoA,unsp,Alloy,unsp,70
500,Used,f,64194,2002,Black,5,Gasoline,SoA,unsp,unsp,unsp,4
550,New,f,11,2015,White,4.6,Gasoline,WNC,unsp,Alloy,18,64
430,Used,f,61056,2002,Silver,4.3,Gasoline,SoA,Premium,Alloy,unsp,61
500,Used,f,106393,2006,Black,5,Gasoline,WSC,unsp,Alloy,unsp,46
63,CPO,f,11970,2009,Silver,6.3,Gasoline,Mid,Premium,Alloy,unsp,49
550,New,f,6,2015,Black,4.6,Gasoline,Pac,unsp,unsp,19,19
550,New,f,61,2015,White,4.7,Gasoline,WNC,unsp,unsp,unsp,0
550,New,f,10,2015,unsp,4.6,Gasoline,Mid,Premium,Alloy,unsp,59
550,Used,t,53059,2007,Silver,5.5,Gasoline,ENC,Bose,Alloy,unsp,28
550,Used,f,49522,2007,unsp,5.5,Gasoline,Mid,Harman Kardon,Alloy,unsp,79
550,New,f,12,2015,Black,4.6,Gasoline,New,Premium,unsp,unsp,74
550,Used,f,106111,2008,White,5.5,Gasoline,Mtn,Premium,Alloy,unsp,42
550,New,f,1,2015,Silver,4.6,Gasoline,Mid,unsp,unsp,unsp,1
550,New,f,56,2014,Gray,4.6,Gasoline,Pac,Premium,Alloy,unsp,70
550,Used,t,36339,2012,Black,4.6,Gasoline,ENC,Premium,Alloy,unsp,105
550,Used,f,101706,2007,Gold,5.5,Gasoline,Pac,Premium,unsp,unsp,38
320,Used,f,101412,1999,Gold,3.2,Gasoline,SoA,unsp,Alloy,unsp,27
500,Used,f,140310,1994,Gold,5,Gasoline,Mid,unsp,Alloy,16,41
550,CPO,f,60088,2011,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,20,47
550,Used,f,68850,2010,Black,5.5,Gasoline,Mid,Premium,unsp,unsp,48
550,Used,t,75170,2007,Gray,5.5,Gasoline,Mid,Harman Kardon,unsp,unsp,72
550,New,f,15,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,66
550,Used,f,42303,2007,Gray,5.5,Gasoline,SoA,Premium,unsp,unsp,60
550,New,f,6,2015,Black,4.6,Gasoline,Mid,unsp,unsp,19,2
550,Used,f,49765,2010,Black,5.5,Gasoline,ENC,unsp,unsp,unsp,79
550,Used,f,30629,2009,Black,5.5,Gasoline,ENC,unsp,unsp,unsp,19
550,Used,f,32550,2010,White,5.5,Gasoline,Mid,Harman Kardon,unsp,unsp,71
550,CPO,t,28806,2012,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,73
63,Used,f,56346,2009,Black,6.3,Gasoline,SoA,Premium,Alloy,20,48
550,Used,t,83320,2009,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,71
430,Used,f,177377,2002,Black,4.3,Gasoline,Pac,Premium,unsp,unsp,40
550,New,f,12,2015,Black,4.6,Gasoline,ESC,Premium,Alloy,unsp,75
550,Used,f,202995,2007,White,5.5,Gasoline,Pac,unsp,Alloy,unsp,78
550,Used,f,133437,2007,Silver,5.5,Gasoline,WSC,unsp,unsp,unsp,0
550,Used,f,60070,2008,Blue,5.5,Gasoline,New,unsp,unsp,unsp,10
550,Used,f,51400,2011,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,73
63,Used,f,37500,2008,Black,6.3,Gasoline,WNC,Premium,Alloy,unsp,81
550,New,f,6,2015,White,4.6,Gasoline,Pac,unsp,unsp,18,84
550,New,f,25,2015,Blue,4.6,Gasoline,SoA,unsp,unsp,18,13
430,Used,f,82790,2001,Silver,4.3,Gasoline,WSC,Premium,Alloy,unsp,57
